07:44- 24404010309 还需：27min
07:45- 24404010309 还需：26min
07:46- 24404010309 还需：25min
07:47- 24404010309 还需：24min
07:48- 24404010309 还需：23min
07:49- 24404010309 还需：22min
07:50- 24404010309 还需：21min
07:51- 24404010309 还需：20min
07:52- 24404010309 还需：19min
07:53- 24404010309 还需：18min
07:54- 24404010309 还需：17min
07:55- 24404010309 还需：16min
07:56- 24404010309 还需：15min
07:57- 24404010309 还需：14min
07:58- 24404010309 还需：13min
07:59- 24404010309 还需：12min
08:00- 24404010309 还需：11min
08:01- 24404010309 还需：10min
08:02- 24404010309 还需：09min
08:03- 24404010309 还需：08min
08:04- 24404010309 还需：07min
08:05- 24404010309 还需：06min
08:06- 24404010309 还需：05min
08:07- 24404010309 还需：04min
08:08- 24404010309 还需：03min
08:09- 24404010309 还需：02min
08:10- 24404010309 还需：01min
08:11- 24404010309 还需：00min
08:12- 24404010309 结束结果：操作成功
2025-11-29 09:48:03 - redrun - DEBUG - 报名请求已发送
2025-12-01 16:21:33 - redrun - INFO - 24402010204 还需：28min
2025-12-01 16:21:33 - redrun - INFO - 24402010214 还需：27min
2025-12-01 16:21:35 - redrun - INFO - 24402010201 的密码错误
2025-12-01 17:32:29 - redrun - INFO - 开始处理批次，账号数：5
2025-12-01 17:32:30 - redrun - INFO - 24402010201 的密码错误
2025-12-01 17:32:30 - redrun - INFO - 24402010201 已记录为密码错误账号
2025-12-01 17:32:30 - redrun - INFO - 24402010202 的密码错误
2025-12-01 17:32:30 - redrun - INFO - 24402010202 已记录为密码错误账号
2025-12-01 17:32:30 - redrun - DEBUG - 报名请求已发送
2025-12-01 17:32:30 - redrun - DEBUG - 报名请求已发送
2025-12-01 17:32:30 - redrun - DEBUG - 报名请求已发送
2025-12-01 17:32:30 - redrun - INFO - 24402010214 还需：26min
2025-12-01 17:32:30 - redrun - INFO - 24402010204 还需：26min
2025-12-01 17:32:30 - redrun - INFO - 24402010203 还需：28min
2025-12-01 17:32:42 - redrun - INFO - 已根据 red_error_password.json 跳过 2 个密码错误账号
2025-12-01 17:32:42 - redrun - INFO - 开始处理批次，账号数：5
2025-12-01 17:32:42 - redrun - DEBUG - 报名请求已发送
2025-12-01 17:32:42 - redrun - DEBUG - 报名请求已发送
2025-12-01 17:32:42 - redrun - DEBUG - 报名请求已发送
2025-12-01 17:32:42 - redrun - DEBUG - 报名请求已发送
2025-12-01 17:32:42 - redrun - DEBUG - 报名请求已发送
2025-12-01 17:32:42 - redrun - INFO - 24402010214 还需：27min
2025-12-01 17:32:42 - redrun - INFO - 24402010203 还需：26min
2025-12-01 17:32:42 - redrun - INFO - 24402010231 还需：26min
2025-12-01 17:32:42 - redrun - INFO - 24418010254 还需：26min
2025-12-01 17:32:43 - redrun - INFO - 24402010204 还需：27min
2025-12-01 17:38:07 - redrun - INFO - 已根据 red_error_password.json 跳过 1 个密码错误账号
2025-12-01 17:38:07 - redrun - INFO - 开始处理批次，账号数：5
2025-12-01 17:38:07 - redrun - DEBUG - 报名请求已发送
2025-12-01 17:38:07 - redrun - DEBUG - 报名请求已发送
2025-12-01 17:38:07 - redrun - DEBUG - 报名请求已发送
2025-12-01 17:38:07 - redrun - DEBUG - 报名请求已发送
2025-12-01 17:38:07 - redrun - DEBUG - 报名请求已发送
2025-12-01 17:38:07 - redrun - INFO - 24407010223 还需：26min
2025-12-01 17:38:07 - redrun - INFO - 24402030105 还需：27min
2025-12-01 17:38:07 - redrun - INFO - 22603098212 还需：27min
2025-12-01 17:38:07 - redrun - INFO - 24413040112 还需：27min
2025-12-01 17:38:07 - redrun - INFO - 24407010221 还需：26min
2025-12-01 17:39:07 - redrun - INFO - 24402030105 还需：26min
2025-12-01 17:39:07 - redrun - INFO - 22603098212 还需：26min
2025-12-01 17:39:07 - redrun - INFO - 24407010223 还需：25min
2025-12-01 17:39:07 - redrun - INFO - 24413040112 还需：26min
2025-12-01 17:39:07 - redrun - INFO - 24407010221 还需：25min
2025-12-01 17:40:07 - redrun - INFO - 24402030105 还需：25min
2025-12-01 17:40:07 - redrun - INFO - 24407010223 还需：24min
2025-12-01 17:40:07 - redrun - INFO - 22603098212 还需：25min
2025-12-01 17:40:07 - redrun - INFO - 24413040112 还需：25min
2025-12-01 17:40:07 - redrun - INFO - 24407010221 还需：24min
2025-12-01 17:41:07 - redrun - INFO - 24402030105 还需：24min
2025-12-01 17:41:07 - redrun - INFO - 24413040112 还需：24min
2025-12-01 17:41:07 - redrun - INFO - 22603098212 还需：24min
2025-12-01 17:41:07 - redrun - INFO - 24407010223 还需：23min
2025-12-01 17:41:07 - redrun - INFO - 24407010221 还需：23min
2025-12-01 17:42:07 - redrun - INFO - 24402030105 还需：23min
2025-12-01 17:42:07 - redrun - INFO - 24407010223 还需：22min
2025-12-01 17:42:07 - redrun - INFO - 24413040112 还需：23min
2025-12-01 17:42:07 - redrun - INFO - 22603098212 还需：23min
2025-12-01 17:42:07 - redrun - INFO - 24407010221 还需：22min
2025-12-01 17:43:07 - redrun - INFO - 24413040112 还需：22min
2025-12-01 17:43:07 - redrun - INFO - 24402030105 还需：22min
2025-12-01 17:43:07 - redrun - INFO - 24407010223 还需：21min
2025-12-01 17:43:07 - redrun - INFO - 22603098212 还需：22min
2025-12-01 17:43:08 - redrun - INFO - 24407010221 还需：21min
2025-12-01 17:44:08 - redrun - INFO - 24402030105 还需：21min
2025-12-01 17:44:08 - redrun - INFO - 24413040112 还需：21min
2025-12-01 17:44:08 - redrun - INFO - 24407010223 还需：20min
2025-12-01 17:44:08 - redrun - INFO - 22603098212 还需：21min
2025-12-01 17:44:08 - redrun - INFO - 24407010221 还需：20min
2025-12-01 17:45:08 - redrun - INFO - 24413040112 还需：20min
2025-12-01 17:45:08 - redrun - INFO - 24402030105 还需：20min
2025-12-01 17:45:08 - redrun - INFO - 24407010223 还需：19min
2025-12-01 17:45:08 - redrun - INFO - 22603098212 还需：20min
2025-12-01 17:45:08 - redrun - INFO - 24407010221 还需：19min
2025-12-01 17:46:08 - redrun - INFO - 24413040112 还需：19min
2025-12-01 17:46:08 - redrun - INFO - 24402030105 还需：19min
2025-12-01 17:46:08 - redrun - INFO - 22603098212 还需：19min
2025-12-01 17:46:08 - redrun - INFO - 24407010223 还需：18min
2025-12-01 17:46:08 - redrun - INFO - 24407010221 还需：18min
2025-12-01 17:47:08 - redrun - INFO - 24402030105 还需：18min
2025-12-01 17:47:08 - redrun - INFO - 24407010223 还需：17min
2025-12-01 17:47:08 - redrun - INFO - 24413040112 还需：18min
2025-12-01 17:47:08 - redrun - INFO - 22603098212 还需：18min
2025-12-01 17:47:08 - redrun - INFO - 24407010221 还需：17min
2025-12-01 17:48:08 - redrun - INFO - 24402030105 还需：17min
2025-12-01 17:48:08 - redrun - INFO - 24413040112 还需：17min
2025-12-01 17:48:08 - redrun - INFO - 24407010223 还需：16min
2025-12-01 17:48:08 - redrun - INFO - 22603098212 还需：17min
2025-12-01 17:48:08 - redrun - INFO - 24407010221 还需：16min
2025-12-01 17:49:08 - redrun - INFO - 24402030105 还需：16min
2025-12-01 17:49:08 - redrun - INFO - 24413040112 还需：16min
2025-12-01 17:49:08 - redrun - INFO - 24407010223 还需：15min
2025-12-01 17:49:08 - redrun - INFO - 22603098212 还需：16min
2025-12-01 17:49:08 - redrun - INFO - 24407010221 还需：15min
2025-12-01 17:50:08 - redrun - INFO - 24413040112 还需：15min
2025-12-01 17:50:08 - redrun - INFO - 24407010223 还需：14min
2025-12-01 17:50:08 - redrun - INFO - 24402030105 还需：15min
2025-12-01 17:50:08 - redrun - INFO - 22603098212 还需：15min
2025-12-01 17:50:08 - redrun - INFO - 24407010221 还需：14min
2025-12-01 17:51:08 - redrun - INFO - 24413040112 还需：14min
2025-12-01 17:51:08 - redrun - INFO - 24407010223 还需：13min
2025-12-01 17:51:08 - redrun - INFO - 24402030105 还需：14min
2025-12-01 17:51:08 - redrun - INFO - 24407010221 还需：13min
2025-12-01 17:51:08 - redrun - INFO - 22603098212 还需：14min
2025-12-01 17:52:08 - redrun - INFO - 24413040112 还需：13min
2025-12-01 17:52:08 - redrun - INFO - 24407010223 还需：12min
2025-12-01 17:52:08 - redrun - INFO - 24402030105 还需：13min
2025-12-01 17:52:08 - redrun - INFO - 22603098212 还需：13min
2025-12-01 17:52:08 - redrun - INFO - 24407010221 还需：12min
2025-12-01 17:53:08 - redrun - INFO - 24413040112 还需：12min
2025-12-01 17:53:08 - redrun - INFO - 24407010223 还需：11min
2025-12-01 17:53:08 - redrun - INFO - 24402030105 还需：12min
2025-12-01 17:53:08 - redrun - INFO - 22603098212 还需：12min
2025-12-01 17:53:08 - redrun - INFO - 24407010221 还需：11min
2025-12-01 17:54:08 - redrun - INFO - 24413040112 还需：11min
2025-12-01 17:54:08 - redrun - INFO - 24407010223 还需：10min
2025-12-01 17:54:08 - redrun - INFO - 24402030105 还需：11min
2025-12-01 17:54:08 - redrun - INFO - 22603098212 还需：11min
2025-12-01 17:54:08 - redrun - INFO - 24407010221 还需：10min
2025-12-01 17:55:08 - redrun - INFO - 24407010223 还需：09min
2025-12-01 17:55:08 - redrun - INFO - 24402030105 还需：10min
2025-12-01 17:55:08 - redrun - INFO - 24413040112 还需：10min
2025-12-01 17:55:08 - redrun - INFO - 22603098212 还需：10min
2025-12-01 17:55:08 - redrun - INFO - 24407010221 还需：09min
2025-12-01 17:56:08 - redrun - INFO - 24413040112 还需：09min
2025-12-01 17:56:08 - redrun - INFO - 24407010223 还需：08min
2025-12-01 17:56:08 - redrun - INFO - 24402030105 还需：09min
2025-12-01 17:56:08 - redrun - INFO - 22603098212 还需：09min
2025-12-01 17:56:08 - redrun - INFO - 24407010221 还需：08min
2025-12-01 17:57:08 - redrun - INFO - 24407010223 还需：07min
2025-12-01 17:57:08 - redrun - INFO - 24413040112 还需：08min
2025-12-01 17:57:08 - redrun - INFO - 22603098212 还需：08min
2025-12-01 17:57:08 - redrun - INFO - 24402030105 还需：08min
2025-12-01 17:57:08 - redrun - INFO - 24407010221 还需：07min
2025-12-01 17:58:07 - redrun - INFO - 24413040112 还需：07min
2025-12-01 17:58:07 - redrun - INFO - 24407010223 还需：06min
2025-12-01 17:58:07 - redrun - INFO - 24402030105 还需：07min
2025-12-01 17:58:07 - redrun - INFO - 22603098212 还需：07min
2025-12-01 17:58:07 - redrun - INFO - 24407010221 还需：06min
2025-12-01 17:59:07 - redrun - INFO - 24413040112 还需：06min
2025-12-01 17:59:07 - redrun - INFO - 24407010223 还需：05min
2025-12-01 17:59:07 - redrun - INFO - 24402030105 还需：06min
2025-12-01 17:59:07 - redrun - INFO - 22603098212 还需：06min
2025-12-01 17:59:07 - redrun - INFO - 24407010221 还需：05min
2025-12-01 18:00:07 - redrun - INFO - 24413040112 还需：05min
2025-12-01 18:00:07 - redrun - INFO - 24407010223 还需：04min
2025-12-01 18:00:07 - redrun - INFO - 24402030105 还需：05min
2025-12-01 18:00:07 - redrun - INFO - 22603098212 还需：05min
2025-12-01 18:00:07 - redrun - INFO - 24407010221 还需：04min
2025-12-01 18:01:07 - redrun - INFO - 24413040112 还需：04min
2025-12-01 18:01:07 - redrun - INFO - 24402030105 还需：04min
2025-12-01 18:01:07 - redrun - INFO - 24407010223 还需：03min
2025-12-01 18:01:07 - redrun - INFO - 22603098212 还需：04min
2025-12-01 18:01:07 - redrun - INFO - 24407010221 还需：03min
2025-12-01 18:02:07 - redrun - INFO - 24413040112 还需：03min
2025-12-01 18:02:07 - redrun - INFO - 24407010223 还需：02min
2025-12-01 18:02:07 - redrun - INFO - 24402030105 还需：03min
2025-12-01 18:02:07 - redrun - INFO - 22603098212 还需：03min
2025-12-01 18:02:08 - redrun - INFO - 24407010221 还需：02min
2025-12-01 18:03:08 - redrun - INFO - 24402030105 还需：02min
2025-12-01 18:03:08 - redrun - INFO - 24413040112 还需：02min
2025-12-01 18:03:08 - redrun - INFO - 24407010223 还需：01min
2025-12-01 18:03:08 - redrun - INFO - 22603098212 还需：02min
2025-12-01 18:03:08 - redrun - INFO - 24407010221 还需：01min
2025-12-01 18:04:08 - redrun - INFO - 24402030105 还需：01min
2025-12-01 18:04:08 - redrun - INFO - 24413040112 还需：01min
2025-12-01 18:04:08 - redrun - INFO - 24407010223 还需：00min
2025-12-01 18:04:08 - redrun - INFO - 22603098212 还需：01min
2025-12-01 18:04:08 - redrun - INFO - 24407010221 还需：00min
2025-12-01 18:04:33 - redrun - INFO - 24407010221 结束结果：操作成功
2025-12-01 18:04:34 - redrun - INFO - 24407010221 已记录完成信息
2025-12-01 18:04:49 - redrun - INFO - 24407010223 结束结果：操作成功
2025-12-01 18:04:50 - redrun - INFO - 24407010223 已记录完成信息
2025-12-01 18:05:08 - redrun - INFO - 24402030105 还需：00min
2025-12-01 18:05:08 - redrun - INFO - 24413040112 还需：00min
2025-12-01 18:05:08 - redrun - INFO - 22603098212 还需：00min
2025-12-01 18:05:09 - redrun - INFO - 22603098212 结束结果：操作成功
2025-12-01 18:05:10 - redrun - INFO - 22603098212 已记录完成信息
2025-12-01 18:05:29 - redrun - INFO - 24413040112 结束结果：操作成功
2025-12-01 18:05:30 - redrun - INFO - 24413040112 已记录完成信息
2025-12-01 18:05:46 - redrun - INFO - 24402030105 结束结果：操作成功
2025-12-01 18:05:47 - redrun - INFO - 24402030105 已记录完成信息
2025-12-01 18:05:47 - redrun - INFO - 批次处理完成
2025-12-01 18:05:47 - redrun - INFO - 开始处理批次，账号数：5
2025-12-01 18:05:47 - redrun - DEBUG - 报名请求已发送
2025-12-01 18:05:47 - redrun - DEBUG - 报名请求已发送
2025-12-01 18:05:47 - redrun - DEBUG - 报名请求已发送
2025-12-01 18:05:47 - redrun - DEBUG - 报名请求已发送
2025-12-01 18:05:47 - redrun - DEBUG - 报名请求已发送
2025-12-01 18:05:47 - redrun - INFO - 22603098248 还需：27min
2025-12-01 18:05:47 - redrun - INFO - 22603098213 还需：26min
2025-12-01 18:05:47 - redrun - INFO - 22603098214 还需：27min
2025-12-01 18:05:47 - redrun - INFO - 22603098215 还需：26min
2025-12-01 18:05:47 - redrun - INFO - 24407010222 还需：27min
2025-12-01 18:06:47 - redrun - INFO - 22603098248 还需：26min
2025-12-01 18:06:47 - redrun - INFO - 22603098213 还需：25min
2025-12-01 18:06:47 - redrun - INFO - 22603098214 还需：26min
2025-12-01 18:06:47 - redrun - INFO - 24407010222 还需：26min
2025-12-01 18:06:47 - redrun - INFO - 22603098215 还需：25min
2025-12-01 18:07:47 - redrun - INFO - 22603098248 还需：25min
2025-12-01 18:07:47 - redrun - INFO - 22603098213 还需：24min
2025-12-01 18:07:47 - redrun - INFO - 22603098214 还需：25min
2025-12-01 18:07:47 - redrun - INFO - 24407010222 还需：25min
2025-12-01 18:07:47 - redrun - INFO - 22603098215 还需：24min
2025-12-01 18:08:47 - redrun - INFO - 22603098248 还需：24min
2025-12-01 18:08:47 - redrun - INFO - 22603098213 还需：23min
2025-12-01 18:08:47 - redrun - INFO - 22603098214 还需：24min
2025-12-01 18:08:47 - redrun - INFO - 22603098215 还需：23min
2025-12-01 18:08:47 - redrun - INFO - 24407010222 还需：24min
2025-12-01 18:09:47 - redrun - INFO - 22603098248 还需：23min
2025-12-01 18:09:47 - redrun - INFO - 22603098213 还需：22min
2025-12-01 18:09:47 - redrun - INFO - 22603098215 还需：22min
2025-12-01 18:09:47 - redrun - INFO - 22603098214 还需：23min
2025-12-01 18:09:47 - redrun - INFO - 24407010222 还需：23min
2025-12-01 18:10:47 - redrun - INFO - 22603098248 还需：22min
2025-12-01 18:10:47 - redrun - INFO - 22603098213 还需：21min
2025-12-01 18:10:47 - redrun - INFO - 22603098215 还需：21min
2025-12-01 18:10:47 - redrun - INFO - 24407010222 还需：22min
2025-12-01 18:10:47 - redrun - INFO - 22603098214 还需：22min
2025-12-01 18:11:48 - redrun - INFO - 22603098248 还需：21min
2025-12-01 18:11:48 - redrun - INFO - 22603098213 还需：20min
2025-12-01 18:11:48 - redrun - INFO - 22603098215 还需：20min
2025-12-01 18:11:48 - redrun - INFO - 24407010222 还需：21min
2025-12-01 18:11:48 - redrun - INFO - 22603098214 还需：21min
2025-12-01 18:12:48 - redrun - INFO - 24407010222 还需：20min
2025-12-01 18:12:48 - redrun - INFO - 22603098215 还需：19min
2025-12-01 18:12:48 - redrun - INFO - 22603098248 还需：20min
2025-12-01 18:12:48 - redrun - INFO - 22603098213 还需：19min
2025-12-01 18:12:48 - redrun - INFO - 22603098214 还需：20min
